product_id,product_name,aisle_id,department_id,unit_cost,unit_price
30234,Sensitive Fragrance Free Anti-Itch Lotion,118,11,36.9,41
30235,Cheese Delicato Tortellini,12,9,9,10
30236,Organic Carob Soymilk,91,16,45,50
30237,Tofu Shirataki Angel Hair Noodle Substitute,66,6,36,40
30238,Whole Wheat Sourdough Bread,112,3,14.4,16
30239,Pomodoro Sauce,9,9,18,20
30240,Simply...Go-Gurt Mixed Berry Portable Low Fat Yogurt,120,16,23.4,26
30241,Chunky Hearty Bean and Ham Soup,69,15,45,50
30242,Fire Roasted Red Peppers With Garlic,81,15,32.4,36
30243,Enamel Health Mouthwash,20,11,11.7,13
30244,Fine Artisan Dark Chocolate Extra Dark 82% Cacao,45,19,25.2,28
30245,Black Bean Tamales,13,20,12.6,14
30246,Micellar Makeup Remover Wipes,132,11,17.1,19
30247,Mighty Absorbent Paper Towels,54,17,5.4,6
30248,Arbequina Olives Extra Virgin Olive Oil,19,13,23.4,26
30249,Bomba Rice,77,7,36.9,41
30250,American Grana Extra Aged Parmesan Cheese,2,16,24.3,27
30251,All Natural Apple Juice Drink,98,7,38.7,43
30252,Organic Soft Wheat Bread,112,3,18.9,21
30253,Gourmet Pork Tamales,38,1,36.9,41
30254,"Wild Pink Salmon, No Salt Added",95,15,31.5,35
30255,Unpeeled Halves in Heavy Syrup Apricots,99,15,37.8,42
30256,Healthy Harvest Whole Grain Thin Spaghetti,131,9,10.8,12
30257,Microwavable Mac & Cheese,4,9,37.8,42
30258,Organic Peppermint Mints,46,19,13.5,15
30259,Signature Collection Oregon Pinot Gris,62,5,32.4,36
30260,Original Fresh Salsa,67,20,5.4,6
30261,Bacon & Peanut Butter Flavors Dog Snacks,40,8,12.6,14
30262,Seitan Chops,14,20,38.7,43
30263,Homestyle Healthy Request Chicken with Whole Grain Pasta,69,15,16.2,18
30264,Apple Pie Instant Oatmeal,130,14,33.3,37
30265,Decaf House Blend Coffee K-Cups,26,7,25.2,28
30266,Cherry Limeade Sparkling Water,115,7,9,10
30267,Seckel Pear,24,4,14.4,16
30268,Lemon Ginger Kombucha,31,7,18.9,21
30269,All Purpose Fine Tip Super Glue Singles,87,17,18.9,21
30270,"Softly Facial Tissue Soft Touch, 2-Ply",54,17,32.4,36
30271,"Cold Care, Original Drops",11,11,14.4,16
30272,Organic Radish Sprouts,123,4,13.5,15
30273,Peppermint Stripe Birthday Candles,97,13,8.1,9
30274,Artesano Style Bread,112,3,17.1,19
30275,"Red Wine Salami, Chianti",7,12,14.4,16
30276,Power O's Toasted Cereal Original,121,14,45,50
30277,"Graham Style Crackers, Gluten-Free, Cinnamon Grahams",61,19,29.7,33
30278,Organic Caesar Complete Salad Kit,123,4,18.9,21
30279,Dairy Free Pizza White Style,79,1,24.3,27
30280,Coppertop AAA Alkaline Batteries,87,17,37.8,42
30281,"Mish Mash, Fruit & Grain, Organic Whole Grain Snack, Apple Cinnamon Oats & Quinoa",92,18,18,20
30282,Specialty Onion Sandwich Buns,43,3,28.8,32
30283,Pineapple Lip Balm,109,11,24.3,27
30284,Kosher Chicken Thighs,35,12,12.6,14
30285,Ion4 Fruit Punch Sports Drink,64,7,10.8,12
30286,Happiness Moisturizing Body Wash Bamboo Essence & Orange Blossom Scent,127,11,25.2,28
30287,Ranch Original Topping & Dressing,89,13,29.7,33
30288,Face Factor Moisturizing Sunscreen SPF 50,25,11,27,30
30289,Honey Almond Soap Bar,127,11,23.4,26
30290,100% Recycled Bath Tissue Rolls,54,17,38.7,43
30291,Stone Ground Garbanzo Bean Flour,17,13,13.5,15
30292,Cola Cans,77,7,30.6,34
30293,"Pita Chips, Baked, Parmesan Garlic & Herb Flavored",107,19,15.3,17
30294,Chocolate Covered Strawberries Ice Cream,37,1,32.4,36
30295,Pork & Beans,59,15,9,10
30296,Grilling Planks,87,17,18,20
30297,Midnight Blue Cutlery,111,17,4.5,5
30298,Every Woman's One Daily Tablets,47,11,37.8,42
30299,Zinc Picolinate,47,11,33.3,37
30300,Organic Liquid Stevia Extract,17,13,30.6,34
30301,Coco Roos Cereal,121,14,4.5,5
30302,White Christmas,27,5,38.7,43
30303,Kidney Beans in Chili Sauce Mild Chili Beans,59,15,26.1,29
30304,Ultra Strength Assorted Berries Antacid,70,11,18.9,21
30305,Fancy Eggplant,83,4,43.2,48
30306,Sea Salt Caramel ice Cream,37,1,31.5,35
30307,Doubleshot Espresso & Cream Premium Coffee Drink,26,7,26.1,29
30308,Plain 2% Icelandic Yogurt,120,16,29.7,33
30309,Sour Brite Crawlers Gummi Candy,45,19,22.5,25
30310,Mixed Unsalted Nuts,117,19,27.9,31
30311,Strawberry Banana Fruit Sandwich Bar,50,19,7.2,8
30312,Organic Soymilk Plain,91,16,32.4,36
30313,Naturals Bananas Stage 1,92,18,10.8,12
30314,Traditional Low Sodium Chicken Broth,69,15,8.1,9
30315,Healthy Kids Disney Princess Shaped Pasta In Chicken Broth Condensed Soup,69,15,28.8,32
30316,Baby Brie,21,16,27,30
30317,Dish & Sink Brush,10,17,31.5,35
30318,Snap Peas,123,4,20.7,23
30319,Chocolate Almond Fudge Energy Bar,3,19,10.8,12
30320,Craveables Four Cheese Pizza,79,1,42.3,47
30321,Comfort Bakes - Scalloped Potatoes in a Creamy Cheese Sauce with Ham,38,1,36,40
30322,Original Oak,47,11,7.2,8
30323,Apple Cinnamon Hot Oatmeal,130,14,38.7,43
30324,Roasted & Salted Pumpkin Seeds,117,19,17.1,19
30325,2X Concentrated Clean Burst Laundry Detergent,75,17,43.2,48
30326,Whole Nutrition Bar Chocolate Cupcake,3,19,45,50
30327,Organic Ice Cream Cones,103,19,18.9,21
30328,Large Household Gloves,114,17,21.6,24
30329,Organic Yellow Potato Bag,83,4,30.6,34
30330,Tomato Sauce Classic,9,9,14.4,16
30331,Alum,104,13,33.3,37
30332,Sleek Super Absorbency Tampons,126,11,11.7,13
30333,Home Style Fat Free Gravy - Savory Beef,69,15,35.1,39
30334,Grapefruit Fizz Water,115,7,43.2,48
30335,Smoky Gourmet Barbeque Sauce,5,13,24.3,27
30336,Organic Beans And Cheese Burrito,38,1,37.8,42
30337,Gluten Free Dark Chocolate Cocoa Breakfast Bars,45,19,18,20
30338,Dark Chocolate Acai Blueberry,45,19,19.8,22
30339,Toasted Coconut Chips,17,13,16.2,18
30340,Oatmeal Squares Brown Sugar,121,14,18.9,21
30341,Organic Tortillas,128,3,5.4,6
30342,Ultra Orginal Concentrated Dish Liquid,74,17,18,20
30343,Seltzer Blueberry Lemonade,100,21,36.9,41
30344,Madras Curry Powder,76,6,8.1,9
30345,Food Enzyme Dietary Supplement,87,17,28.8,32
30346,Hello Kitty Fun Bunch Frozen Ice Pops,37,1,21.6,24
30347,30 Dose Laxative Powder,70,11,24.3,27
30348,Alkaline 9V Batteries,87,17,35.1,39
30349,Indian Major Grey's Mango Chutney,88,13,37.8,42
30350,Signature Classics Southwest-Style Chicken Panini,38,1,37.8,42
30351,Barbera D' Alba,28,5,5.4,6
30352,Goldfish Original Baked Snack Crackers,78,19,34.2,38
30353,Curate Cherry Lime Sparkling Water,115,7,16.2,18
30354,Spanish Caperberries,110,13,39.6,44
30355,Flavors Hazelnut Mountain Grown Ground Coffee,26,7,37.8,42
30356,Tropical Punch Unsweetened Soft Drink Mix,90,7,36,40
30357,Tall Kitchen Bags Drawstring Fresh Lemon 13 Gal,60,17,28.8,32
30358,Calendula Ointment,118,11,7.2,8
30359,In-Wash Scent Booster,75,17,36,40
30360,Anti-Diarrheal Tablets,70,11,44.1,49
30361,Frozen Mozzarella String Cheese,21,16,13.5,15
30362,Beef With Vegetables & Barley Condensed Soup,69,15,11.7,13
30363,Avocado Hommus,67,20,8.1,9
30364,Oil Free Carrot & Ginger Dressing Marinade,89,13,44.1,49
30365,Vegetable Chips,18,10,37.8,42
30366,Graduates Lil' Crunchies Apple & Sweet Potato Snack,92,18,20.7,23
30367,Gluten Free Spaghetti Organic,131,9,36,40
30368,Original Lotion,127,11,43.2,48
30369,Gluten Free Spinach And Cheese Ravioli,131,9,6.3,7
30370,Shortbread Cookies Variety Pack,61,19,21.6,24
30371,Cat Treats - Savory Salmon,41,8,24.3,27
30372,Chips Deluxe Original Cookies,61,19,29.7,33
30373,Cherry Pie Filling and Topping,99,15,33.3,37
30374,Oatmeal Facial Scrub,132,11,31.5,35
30375,Vending Pack Flaming Hot Cheetos Bags,107,19,18,20
30376,Danimals Smoothies Strikin' Strawberry Kiwi Smoothie Drink,120,16,22.5,25
30377,Fat Free Chocolate Milk,84,16,19.8,22
30378,Mint Sauce,72,13,15.3,17
30379,Double Control Ant Bait,87,17,41.4,46
30380,"Maxi Always Maxi Regular with Wings, 36 Count Feminine Care",126,11,23.4,26
30381,Daily Signature Mint Shampoo,22,11,38.7,43
30382,Organic Flour Tortillas,128,3,18,20
30383,Sandwich Rolls,43,3,27.9,31
30384,Dark Caffe Verona Whole Bean Coffee,26,7,27,30
30385,Organic Free Range Grade A Large Brown Eggs,86,16,16.2,18
30386,Frozen German Chocolate Layer Cake,119,1,6.3,7
30387,Chicken Alfredo & Penne Classic Meal for 2,38,1,20.7,23
30388,Organic Forest Berry Cream On Top Whole Milk Yogurt,120,16,37.8,42
30389,No Sugar Added Packed in Water Fruit Cocktail,99,15,5.4,6
30390,Peanut Butter Dark Chocolate Chunk,3,19,7.2,8
30391,Organic Cucumber,83,4,7.2,8
30392,Bio Active Manuka Honey with Ginger,29,13,20.7,23
30393,Newman's Special Decaf Extra Bold Medium Roast K-Cup Packs,26,7,17.1,19
30394,Nesquik Chocolate Syrup,29,13,31.5,35
30395,Healthy Request Spicy Vegetable Chili Soup,69,15,26.1,29
30396,Take & Toss Spill Proof 9 M+ Cups,82,18,32.4,36
30397,Milk Chocolate Chocolate Candies,45,19,7.2,8
30398,Sugar Free Peppermint Chewing Gum,20,11,39.6,44
30399,Wrigley's Juicy Fruit Gum,46,19,19.8,22
30400,Gluten Free Multi Grain Penne Pasta,131,9,4.5,5
30401,Ooh-La-La Lavender Scent Antiperspirant & Deodorant Clear Gel,80,11,43.2,48
30402,Quencher Pomegranate Limeade Drink,31,7,12.6,14
30403,Gluten Free Toasted Onion Crackers,78,19,20.7,23
30404,Extra Whitening Sensitivity Protection Toothpaste Twin Pack,20,11,27,30
30405,Zero Cream Soda,77,7,4.5,5
30406,Butternut Squash,83,4,41.4,46
30407,Pumpkin Pie,8,3,30.6,34
30408,Fresher Collection Timber Scent Men's Body Wash,127,11,7.2,8
30409,Gallon Size with Ties Storage Bags,85,17,24.3,27
30410,Graduates Lil' Meals Pasta Stars With Chicken & Vegetables,132,11,22.5,25
30411,Organic Lemon Flavor Recharge Thirst Quencher With Electrolytes,98,7,35.1,39
30412,Jamaican Style Ginger Beer,77,7,23.4,26
30413,Charcoal Briquets Easy Light Bag,87,17,7.2,8
30414,Bean Sprouts in Water,66,6,14.4,16
30415,"Truffle, Sea Salt",45,19,27,30
30416,Chipotle Peanuts,117,19,45,50
30417,Tolnaftate Powder Spray Antifungal,6,2,7.2,8
30418,Orange Cream Soda,77,7,29.7,33
30419,Classic Clean Daily Shampoo,22,11,12.6,14
30420,"Arugula, Kale, Apple, Romaine, Celery, Cucumber, Lemon, Ginger Cold Pressed Juice",31,7,8.1,9
30421,Carrot Crisps,50,19,34.2,38
30422,Grapefruit,24,4,44.1,49
30423,Vanilla Whipped Frosting,97,13,4.5,5
30424,Thousand Island Salad Dressing,89,13,11.7,13
30425,Chewy Chocolate Chip Granola Bars,3,19,45,50
30426,Advanced Adult's Probiotic Vegetarian Capsules,70,11,44.1,49
30427,Accents Organic Sprouted Quinoa Trio,63,9,11.7,13
30428,Baked Cheddar Bunnies Crackers,78,19,31.5,35
30429,Whole Wheat Penne Rigate Pasta,131,9,10.8,12
30430,Reduced Fat Sea Salt Potato Chips,107,19,18,20
30431,Anise Liqueur,124,5,38.7,43
30432,Women's Health Magazine,87,17,17.1,19
30433,Regular Strength Pain Reliever & Fever Reducer,133,11,23.4,26
30434,Caprese Duet Ravioli,12,9,39.6,44
30435,Apple Dapples Cereal,121,14,34.2,38
30436,Floradix Iron Supplement,47,11,33.3,37
30437,Lemongrass Pure Essential Oil,47,11,36.9,41
30438,Organic Ground Yellow Mustard,104,13,38.7,43
30439,Strawberry Lemonade Liquid Drink Mix,90,7,25.2,28
30440,Chocolate Crepes,93,3,23.4,26
30441,V-Fusion Energy Pomegranate Blueberry,98,7,32.4,36
30442,Low Fat Vanilla Yogurt,120,16,36.9,41
30443,Matcha To Go Sticks,94,7,43.2,48
30444,Honey French Dressing,89,13,22.5,25
30445,Jumbo Shell Noodles,131,9,34.2,38
30446,All Natural Chicken Livers,49,12,16.2,18
30447,Low Carb Energy Drink,64,7,33.3,37
30448,Just Honeycrisp Apples,92,18,5.4,6
30449,Oriental Stir Fry,116,1,30.6,34
30450,Creamy Almond Butter,88,13,15.3,17
30451,"Pasta & Enchilada Sauce, Organic, 7 Veggie",9,9,23.4,26
30452,No Salt Roasted Almonds,117,19,27,30
30453,Orange & Cinnamon Spice Herbal Tea,94,7,33.3,37
30454,"Fenugreek Seed, 610 mg, Capsules",47,11,28.8,32
30455,Whole Kernel Fiesta Corn with Red & Green Peppers,81,15,35.1,39
30456,Key Lime Cilantro Taco Skillet Sauce with Roasted Tomatillo & green Chile,30,6,40.5,45
30457,Chamomile & Calendula Calming Baby Oil,102,18,6.3,7
30458,Regular Mouth Lids with Bands,10,17,6.3,7
30459,Organic Grade A Dark Amber Maple Syrup,29,13,37.8,42
30460,Sliced Natural Muenster Cheese,21,16,19.8,22
30461,Organic Multigrain Mild Green Mojo Tortilla Chips,107,19,20.7,23
30462,Aloe Bar Soap,127,11,34.2,38
30463,Organic Simply Stock Unsalted Chicken Stock,69,15,30.6,34
30464,Original Beef Flavor Dog Snacks,40,8,42.3,47
30465,Pecan Crowns Chocolates By Whitman Candies,45,19,12.6,14
30466,Awesome Strength Double Rolls Kitchen Paper,54,17,7.2,8
30467,Flawless Curls Extra Hold Mousse,22,11,38.7,43
30468,Ready To Drink Chocolate Fudge Dietary Supplement,65,11,20.7,23
30469,Darjeeling Black Tea Blend,94,7,14.4,16
30470,Fig & Cardamon Candle,101,17,27.9,31
30471,Organic Kids Berry Cherry Flavor Probiotic Chews,70,11,44.1,49
30472,Vanilla Latte Frothing Coffee Creamer,100,21,13.5,15
30473,Sesame Seeds,104,13,36.9,41
30474,Garlicky Pita Bread,128,3,18,20
30475,REV #13 Bacon Club,13,20,6.3,7
30476,ProActive Health Adult Small Toy Breed Premium Dry Dog Food,40,8,37.8,42
30477,Bausch & Lomb Sensitive Eyes Plus Saline Solution,44,11,34.2,38
30478,Organic Raw Walnut Banana High Protein Warrior Bar,3,19,26.1,29
30479,C&W Broccoli Florets,116,1,22.5,25
30480,"Tomatoes, Whole Peeled",81,15,43.2,48
30481,Kombucha Pomtastic Blueberry,77,7,16.2,18
30482,Calrose Rice,63,9,38.7,43
30483,Dulce De Leche Sugar Free Pudding,71,16,26.1,29
30484,Paleo Baking Flour,100,21,45,50
30485,Cherry Vanilla Creme Zero Calorie Stevia Soda,77,7,32.4,36
30486,Organic Sweet Cherries,116,1,18,20
30487,G Series Perform Frost Tropical Mango Sports Drink,64,7,19.8,22
30488,Cheese Filled Crumb Coffee Cake,61,19,22.5,25
30489,Original Hummus,67,20,38.7,43
30490,Simple Mornings Blueberry Streusel with Crumb Topping Muffin Mix,105,13,14.4,16
30491,Slow Churned Fat Free Chocolate Fudge Brownie Frozen Yogurt,37,1,43.2,48
30492,French Vanilla Half+Half,53,16,14.4,16
30493,Original Bacon Flavor Dog Snacks,40,8,5.4,6
30494,Organic Mango Slices,117,19,21.6,24
30495,"Signature Egg, Sausage, Cheese & Potato Burritos",52,1,32.4,36
30496,Crumbled Danish Blue Cheese,21,16,26.1,29
30497,Organic Just Cherries,50,19,27,30
30498,Classics Canine Cuisine Variety Pack Wet Dog Food,40,8,18.9,21
30499,Special Blend Lemonade,31,7,23.4,26
30500,Steamable Broccoli Florets,116,1,21.6,24
30501,Sun-Dried Tomatoes Halves With Herbs,81,15,18.9,21
30502,"Turkey Meatballs, Dinner Size, Flame Broiled",34,1,32.4,36
30503,Original Salted Kettle Style Tortilla Chips,107,19,18,20
30504,Cucumber Mint Sparkling Water,115,7,28.8,32
30505,Gluten Free Class French Dinner Rolls,58,1,23.4,26
30506,Hummus Roasted Pepper,67,20,18,20
30507,Gravy Sensations Poultry Favorites Variety Pack Cat Food,41,8,4.5,5
30508,White Flesh Nectarine,24,4,14.4,16
30509,Cheeseburger Macaroni Home Cooked Skillet Meal,4,9,8.1,9
30510,Ginger Kombucha,98,7,36.9,41
30511,Thin & Crispy Crust Four Cheese Pizza,79,1,41.4,46
30512,Lemon Dishwasher Detergent + Clorox Stain Fighting,74,17,7.2,8
30513,Vegetarian Calcium + Vitamin D3 Sour Flavored Gummy Bears,47,11,29.7,33
30514,Perio Brite Natural Mouth Wash Cool Mint,20,11,19.8,22
30515,Peanut Butter Brownie Bliss Rich Chocolate Brownie Layered With Creamy Real Peanut Butter,61,19,22.5,25
30516,Gluten Free Cinnamon Thin Cookies,61,19,35.1,39
30517,Cut Corn,116,1,32.4,36
30518,Low Fat Ice Cream Bars Mint Fudge Swirl,37,1,31.5,35
30519,Easy Open Field Greens Salad Bag,123,4,39.6,44
30520,Fire Roasted Pizza Sauce,9,9,22.5,25
30521,Tan Mailing Tape,87,17,11.7,13
30522,Cookie Dough Protein bars,3,19,17.1,19
30523,Chilled Orange Strawberry Banana Juice,100,21,33.3,37
30524,"HE Liquid Laundry Detergent with Downy, April Fresh scent",75,17,30.6,34
30525,"Bacon, Egg & Cheese Biscuit Sandwiches",52,1,5.4,6
30526,Essentials Bathroom 2 Ply Soft Giant Roll Tissue,100,21,17.1,19
30527,Ph 9+Purified Water With Electrolytes,115,7,9.9,11
30528,Naturally Smoked Gouda Cheese,21,16,44.1,49
30529,Stage 2 Pear Pumpkin Baby Food,92,18,16.2,18
30530,"Mounds Bars Dark Chocolate , Snack Size",45,19,18.9,21
30531,2% Lowfat Cottage Cheese,21,16,34.2,38
30532,Chunky New England Clam Chowder,69,15,44.1,49
30533,Zinc & Sage Shampoo,22,11,31.5,35
30534,Creamy Chicken Flavor Ramen Noodle Soup,4,9,29.7,33
30535,"Dish Liquid, Ultra Concentrated, Aloe",74,17,34.2,38
30536,Multigrain Bread Artisan Sandwich,112,3,9,10
30537,Oil Wok,19,13,18,20
30538,Delicatessen Style Pepperoncini,110,13,15.3,17
30539,Eggo Thick & Fluffy Minis Chocolate Delight Waffles,52,1,26.1,29
30540,RAW Meal Chocolate Cacao,65,11,18.9,21
30541,The Petroleum Jelly Alternative,25,11,26.1,29
30542,"Organic Baby Food Apricot, Peach & Pumpkin",92,18,27,30
30543,Herring In Wine Sauce,15,12,16.2,18
30544,Skin Calming Daily Moisturizing Creme,127,11,34.2,38
30545,30% Less Sodium Brown Gravy Mix,5,13,12.6,14
30546,Caribbean Passion All Natural Smoothies,113,1,41.4,46
30547,Flour Tortillas For Burritos,30,6,24.3,27
30548,Cocoa,90,7,13.5,15
30549,Strawberry Banana,31,7,6.3,7
30550,White Mushroom,100,21,40.5,45
30551,Farmstyle Greek Old Fashioned Vanilla Strained Lowfat Yogurt,120,16,10.8,12
30552,Organic Unsweetened Cocoa,17,13,28.8,32
30553,Original Snack Mix 40 Ounce,107,19,18,20
30554,Party Cups Plastic 18 oz,111,17,28.8,32
30555,Churros,119,1,7.2,8
30556,Angel Hair Marinara Savory Italian Recipes,38,1,35.1,39
30557,Manzano Banana,24,4,19.8,22
30558,Pretzel Slider Buns,43,3,18.9,21
30559,Certified Compostable Food Waste Bags 3 Gallon,60,17,42.3,47
30560,Custard Yogurt Blueberry,100,21,11.7,13
30561,Plain Bagelettes,93,3,33.3,37
30562,Tasty Treasures With Ocean Fish in Sauce,41,8,20.7,23
30563,Strained Non-Fat Strawberry Icelandic Style Skyr Yogurt,100,21,4.5,5
30564,Port Wine,134,5,14.4,16
30565,Extra Hot Peri-Peri Sauce,72,13,36,40
30566,Chocolate Flavor Warrior Blend Raw Vegan Protein,65,11,12.6,14
30567,Unsweet Watermelon Sparkling Water,115,7,30.6,34
30568,Go Fresh Cool Essentials Anti-Perspirant Deodorant,80,11,16.2,18
30569,Infants Pain Reliever and Fever Reducer Berry Drops,6,2,21.6,24
30570,Mozzarella,21,16,9.9,11
30571,Bare Fruit Banana Chips,50,19,37.8,42
30572,Chunky Healthy Request Old Fashioned Vegetable Beef,69,15,27.9,31
30573,Spinaci e Ricotta Ravioli,12,9,33.3,37
30574,Hazelnut Chocolate Chip Gelato,37,1,38.7,43
30575,Flamin' Hot Flavored Corn Chips,107,19,42.3,47
30576,Capellini No. 1,131,9,36.9,41
30577,Lifewater 0 Cal Black and Blue Berry Vitamin Enriched Water,64,7,8.1,9
30578,Organic Unscented Baby-Mild Pure Castile Liquid Soap,102,18,25.2,28
30579,Orange Mango Juice Cocktail,98,7,7.2,8
30580,Medium Round Containers & Lids,87,17,23.4,26
30581,Organic Tulsi Turmeric Ginger Stress-Relieving & Harmonizing Caffeine Free Herbal Supplement,94,7,27.9,31
30582,Natural Champagne,134,5,39.6,44
30583,Flaked Coconut Unsweetened,17,13,9.9,11
30584,Sharp Cheddar Shredded Cheese,21,16,42.3,47
30585,Soymilk Non Dairy Frozen Dessert Gluten Free Cookie Dough,37,1,7.2,8
30586,Big Bang K Cup,45,19,27,30
30587,Chipotle Cheddar Cheese,21,16,17.1,19
30588,8\ Flour Tortillas De Harina,128,3,12.6,14
30589,Soy Ginger Sauce,66,6,8.1,9
30590,Ezekiel 4:9 Sprouted Grain Spaghetti Pasta,131,9,28.8,32
30591,Cinnamon Brown Sugar Breakfast Biscuits,48,14,14.4,16
30592,Coconut Oil Popcorn,23,19,19.8,22
30593,Frosted Cherry Pop-Tarts Toaster Pastries,48,14,16.2,18
30594,Unstopables Glow In-Wash Scent Booster Fabric Enhancer,75,17,28.8,32
30595,Sport Strip Extra Wide Adhesive Bandages,118,11,7.2,8
30596,Tomato Puree No Salt Added,81,15,17.1,19
30597,French Vanilla Coffee Creamer,53,16,17.1,19
30598,Bold Taco Dinner Kit with Nacho Cheese Flavored Taco Shells,30,6,9,10
30599,Homemade Vodka Sauce,9,9,18,20
30600,Pilsner,27,5,35.1,39
30601,Buddy Biscuits Bacon & Cheese Soft & Chewy Dog Treats,40,8,15.3,17
30602,California Style Coarse Grind Blend Garlic Pepper,104,13,16.2,18
30603,Spicy Kettle Corn,23,19,10.8,12
30604,32 oz UHT Eggnog Eggnog,84,16,16.2,18
30605,"Fragrance Free Olive & Aloe, Deep Moisturizing  Lotion",25,11,27,30
30606,Eucerin® Lip Repair Ointment,118,11,36.9,41
30607,Black Elderberry Syrup,47,11,5.4,6
30608,Pineapple Yogurt Bars,37,1,39.6,44
30609,Assorted Halloween Cupcakes,8,3,37.8,42
30610,Dark Chocolate With Cacao Nibs 72% Cocoa Chocolate,45,19,4.5,5
30611,Mission Figs,117,19,43.2,48
30612,Cotton Breeze Air Freshener,101,17,17.1,19
30613,Crest 3D White Radiant Mint,20,11,35.1,39
30614,Organic Qia Superfood Breakfast Cereal,121,14,6.3,7
30615,Raw Cacao Butter,17,13,33.3,37
30616,Hemp Date Nut Dairy-Free Ice Cream,37,1,35.1,39
30617,Creme Caramel Flan,71,16,15.3,17
30618,Plain Unsalted Rice Cakes,78,19,39.6,44
30619,Refresh Black Cherry Limeade,98,7,17.1,19
30620,Roasted Garlic & Olive Oil Pearled Couscous,4,9,18.9,21
30621,Garlic Herb Nut Cheese,21,16,36,40
30622,Shrimp Scampi,34,1,19.8,22
30623,Unsweetened 100% Cocoa,17,13,21.6,24
30624,Sliced Beef Liver,122,12,29.7,33
30625,Semisweet Dark Chocolate,45,19,9.9,11
30626,Calcium Magnesium Zinc,47,11,31.5,35
30627,Crispy Golden Spud Puppies,116,1,37.8,42
30628,13 Gallon Tall Trash Bags,60,17,6.3,7
30629,Southwest Couscous Salad,1,20,43.2,48
30630,"Yogurt, Sheep Milk, Blackberry",120,16,36,40
30631,Red Enchilada Sauce Mix,30,6,34.2,38
30632,Organic Chimichurri Seasoning,104,13,34.2,38
30633,Veggie Cheese & Pretzel Snack Pac Prepacked,50,19,14.4,16
30634,Riserva Porcini Mushrooms & White Truffle Oil,9,9,25.2,28
30635,Lactose Free Yogurt Plain,120,16,27.9,31
30636,Vitamin C Renewal Soothing Lip Balm,20,11,6.3,7
30637,Hickory Brussel Sprouts,81,15,11.7,13
30638,White Paper Towels,54,17,40.5,45
30639,Organic Orange Juice,98,7,23.4,26
30640,"Sausage, Smoked Chicken, Organic, Spinach & Feta",106,12,36,40
30641,Family Reserve Single Serve Vanilla Nut Medium Roast Coffee,26,7,8.1,9
30642,Belgian Chocolate S'more Gelato Sandwich,37,1,23.4,26
30643,Double Zipper 2 Gallon Freezer Bags,85,17,5.4,6
30644,Organic French Roast,26,7,15.3,17
30645,Pulled Pork,7,12,42.3,47
30646,"Prunes, Pitted, Bite Size",117,19,24.3,27
30647,Oven Roasted Shaved White Turkey,96,20,38.7,43
30648,Sugar Free Spearmint Gum Value Pack,46,19,21.6,24
30649,Classic Clean 2in1 Dandruff Shampoo,22,11,21.6,24
30650,Mushroom Lover's Veggie Burgers,42,1,20.7,23
30651,Fun Shapes! Mixed Pack,61,19,9,10
30652,Halogen Soft White 53 Watt Light Bulbs,87,17,10.8,12
30653,Boom Chicka Pop. Dark Chocolatier Sea Salt Kettle Corn,23,19,17.1,19
30654,Translucent Bronzing Tint,109,11,13.5,15
30655,Hands & Face Citrus Scent Antibacterial Wipes,56,18,5.4,6
30656,Organic Marjoram,16,4,20.7,23
30657,Cheddar Cheese Alternative,21,16,28.8,32
30658,Dark Chocolate Almond & Coconut Fruit & Nut Bar,3,19,14.4,16
30659,Medium Bag Peanut Milk Chocolate Candies,45,19,44.1,49
30660,Golden Mint Jelly,88,13,21.6,24
30661,Lower Sugar Maple & Brown Sugar Instant Oatmeal,130,14,12.6,14
30662,Cranberry Watermelon Probiotic Juice Drink,31,7,32.4,36
30663,Lean Beef Franks,106,12,28.8,32
30664,Organic Beef Base,69,15,45,50
30665,Chinese Long Beans,83,4,36.9,41
30666,Grain Free Tuna Mackerel & Carrot Recipe in Gravy Cat Food,41,8,6.3,7
30667,Daily Protection Body Lotion SPF 15,127,11,10.8,12
30668,Half Baked Frozen Yogurt,37,1,23.4,26
30669,"A Blend of Cream, Butter, Parmesan Cheese and a Hint of Nutmeg Alfredo Sauce",9,9,24.3,27
30670,One Beyond Grain Free Arctic Char & Spinach,100,21,22.5,25
30671,Extra Strength Carpet Odor Eliminator,101,17,22.5,25
30672,Seeded Honey Wheat Organic Bread,112,3,5.4,6
30673,Harissa Hot Sauce,51,13,37.8,42
30674,Blueberry Toaster Bagels,93,3,9.9,11
30675,Edamame Soybeans in Pods,116,1,32.4,36
30676,Sliced Havarti Dill Cheese,21,16,43.2,48
30677,Low Salt Whole Kernel Corn,81,15,41.4,46
30678,Rosemary & Olive Oil Flatbread,128,3,41.4,46
30679,Lavender Lavender Flower,25,11,21.6,24
30680,Slider Freezer Bag Gallon,85,17,45,50
30681,Pineapple Soda Fridge Pack,77,7,37.8,42
30682,Yeast Extract,72,13,21.6,24
30683,Puffins Peanut Butter & Chocolate Cereal,121,14,12.6,14
30684,Fast-Max Day & Night Cold & Flu Relief Liquid,11,11,29.7,33
30685,Pure Vanilla Powder,17,13,37.8,42
30686,California Cabernet Sauvignon,28,5,29.7,33
30687,"Air Freshener, Electric, Refreshing Lime & Grapefruit",101,17,39.6,44
30688,"Soup & Dip Mix, Onion",51,13,22.5,25
